date,ticker,weight_prev,weight_target,abs_change
2000-08-01,BTCIM,0.1,0.0,0.1
2000-08-01,CIMSA,0.1,0.0,0.1
2000-08-01,CLEBI,0.0,0.1,0.1
2000-08-01,DOHOL,0.1,0.0,0.1
2000-08-01,FROTO,0.1,0.1,0.0
2000-08-01,HEKTS,0.0,0.1,0.1
2000-08-01,IPEKE,0.1,0.1,0.0
2000-08-01,ISCTR,0.0,0.1,0.1
2000-08-01,OYAKC,0.1,0.1,0.0
2000-08-01,TUPRS,0.1,0.1,0.0
2000-08-01,TURSG,0.0,0.1,0.1
2000-08-01,ULKER,0.0,0.1,0.1
2000-08-01,ZOREN,0.1,0.0,0.1
2000-09-01,ANSGR,0.0,0.1,0.1
2000-09-01,BSOKE,0.1,0.0,0.1
2000-09-01,CIMSA,0.0,0.1,0.1
2000-09-01,CLEBI,0.1,0.1,0.0
2000-09-01,FROTO,0.1,0.1,0.0
2000-09-01,HEKTS,0.1,0.0,0.1
2000-09-01,IEYHO,0.0,0.1,0.1
2000-09-01,IPEKE,0.1,0.1,0.0
2000-09-01,ISCTR,0.1,0.1,0.0
2000-09-01,OYAKC,0.1,0.1,0.0
2000-09-01,TUPRS,0.1,0.1,0.0
2000-09-01,TURSG,0.1,0.1,0.0
2000-09-01,ULKER,0.1,0.0,0.1
2000-09-30,AGHOL,0.0,0.1111111111111111,0.1111111111111111
2000-09-30,ALARK,0.0,0.1111111111111111,0.1111111111111111
2000-09-30,ANSGR,0.1,0.0,0.1
2000-09-30,BRYAT,0.0,0.1111111111111111,0.1111111111111111
2000-09-30,CIMSA,0.1,0.0,0.1
2000-09-30,CLEBI,0.1,0.0,0.1
2000-09-30,DOHOL,0.0,0.1111111111111111,0.1111111111111111
2000-09-30,EGEEN,0.0,0.1111111111111111,0.1111111111111111
2000-09-30,FROTO,0.1,0.0,0.1
2000-09-30,IEYHO,0.1,0.1111111111111111,0.0111111111111111
2000-09-30,IPEKE,0.1,0.1111111111111111,0.0111111111111111
2000-09-30,ISCTR,0.1,0.0,0.1
2000-09-30,KCHOL,0.0,0.1111111111111111,0.1111111111111111
2000-09-30,OYAKC,0.1,0.0,0.1
2000-09-30,SAHOL,0.0,0.1111111111111111,0.1111111111111111
2000-09-30,TUPRS,0.1,0.0,0.1
2000-09-30,TURSG,0.1,0.0,0.1
2000-10-02,AGHOL,0.1111111111111111,0.0,0.1111111111111111
2000-10-02,AKSA,0.0,0.1,0.1
2000-10-02,ALARK,0.1111111111111111,0.0,0.1111111111111111
2000-10-02,ANSGR,0.0,0.1,0.1
2000-10-02,BRYAT,0.1111111111111111,0.0,0.1111111111111111
2000-10-02,BSOKE,0.0,0.1,0.1
2000-10-02,CIMSA,0.0,0.1,0.1
2000-10-02,CLEBI,0.0,0.1,0.1
2000-10-02,DOHOL,0.1111111111111111,0.0,0.1111111111111111
2000-10-02,EGEEN,0.1111111111111111,0.0,0.1111111111111111
2000-10-02,FROTO,0.0,0.1,0.1
2000-10-02,IEYHO,0.1111111111111111,0.0,0.1111111111111111
2000-10-02,IPEKE,0.1111111111111111,0.0,0.1111111111111111
2000-10-02,KCHOL,0.1111111111111111,0.0,0.1111111111111111
2000-10-02,OYAKC,0.0,0.1,0.1
2000-10-02,SAHOL,0.1111111111111111,0.0,0.1111111111111111
2000-10-02,TUPRS,0.0,0.1,0.1
2000-10-02,TURSG,0.0,0.1,0.1
2000-10-02,ULKER,0.0,0.1,0.1
2000-11-01,AKSA,0.1,0.0,0.1
2000-11-01,ANSGR,0.1,0.0,0.1
2000-11-01,ARCLK,0.0,0.1,0.1
2000-11-01,BSOKE,0.1,0.0,0.1
2000-11-01,CIMSA,0.1,0.1,0.0
2000-11-01,CLEBI,0.1,0.1,0.0
2000-11-01,FROTO,0.1,0.1,0.0
2000-11-01,OTKAR,0.0,0.1,0.1
2000-11-01,OYAKC,0.1,0.1,0.0
2000-11-01,TUPRS,0.1,0.1,0.0
2000-11-01,TURSG,0.1,0.1,0.0
2000-11-01,ULKER,0.1,0.1,0.0
2000-11-01,ZOREN,0.0,0.1,0.1
2000-12-01,AGHOL,0.0,0.1,0.1
2000-12-01,ARCLK,0.1,0.0,0.1
2000-12-01,BRYAT,0.0,0.1,0.1
2000-12-01,CIMSA,0.1,0.1,0.0
2000-12-01,CLEBI,0.1,0.1,0.0
2000-12-01,FROTO,0.1,0.1,0.0
2000-12-01,HEKTS,0.0,0.1,0.1
2000-12-01,OTKAR,0.1,0.0,0.1
2000-12-01,OYAKC,0.1,0.1,0.0
2000-12-01,TUPRS,0.1,0.1,0.0
2000-12-01,TURSG,0.1,0.1,0.0
2000-12-01,ULKER,0.1,0.1,0.0
2000-12-01,ZOREN,0.1,0.0,0.1
2000-12-25,AGHOL,0.1,0.16666666666666666,0.06666666666666665
2000-12-25,ALARK,0.0,0.16666666666666666,0.16666666666666666
2000-12-25,BRYAT,0.1,0.16666666666666666,0.06666666666666665
2000-12-25,CIMSA,0.1,0.0,0.1
2000-12-25,CLEBI,0.1,0.0,0.1
2000-12-25,DOHOL,0.0,0.16666666666666666,0.16666666666666666
2000-12-25,FROTO,0.1,0.0,0.1
2000-12-25,HEKTS,0.1,0.0,0.1
2000-12-25,IEYHO,0.0,0.16666666666666666,0.16666666666666666
2000-12-25,IPEKE,0.0,0.16666666666666666,0.16666666666666666
2000-12-25,OYAKC,0.1,0.0,0.1
2000-12-25,TUPRS,0.1,0.0,0.1
2000-12-25,TURSG,0.1,0.0,0.1
2000-12-25,ULKER,0.1,0.0,0.1
2000-12-31,AGHOL,0.16666666666666666,0.16666666666666666,0.0
2000-12-31,ALARK,0.16666666666666666,0.16666666666666666,0.0
2000-12-31,BRYAT,0.16666666666666666,0.16666666666666666,0.0
2000-12-31,DOHOL,0.16666666666666666,0.16666666666666666,0.0
2000-12-31,IEYHO,0.16666666666666666,0.16666666666666666,0.0
2000-12-31,IPEKE,0.16666666666666666,0.16666666666666666,0.0
2001-01-01,AGHOL,0.16666666666666666,0.0,0.16666666666666666
2001-01-01,ALARK,0.16666666666666666,0.0,0.16666666666666666
2001-01-01,ANSGR,0.0,0.1,0.1
2001-01-01,BRYAT,0.16666666666666666,0.0,0.16666666666666666
2001-01-01,BSOKE,0.0,0.1,0.1
2001-01-01,CIMSA,0.0,0.1,0.1
2001-01-01,CLEBI,0.0,0.1,0.1
2001-01-01,DOHOL,0.16666666666666666,0.0,0.16666666666666666
2001-01-01,FROTO,0.0,0.1,0.1
2001-01-01,IEYHO,0.16666666666666666,0.0,0.16666666666666666
2001-01-01,IPEKE,0.16666666666666666,0.0,0.16666666666666666
2001-01-01,OYAKC,0.0,0.1,0.1
2001-01-01,TUPRS,0.0,0.1,0.1
2001-01-01,TURSG,0.0,0.1,0.1
2001-01-01,ULKER,0.0,0.1,0.1
2001-01-01,YKBNK,0.0,0.1,0.1
2001-02-01,ANSGR,0.1,0.1,0.0
2001-02-01,BSOKE,0.1,0.1,0.0
2001-02-01,CIMSA,0.1,0.1,0.0
2001-02-01,CLEBI,0.1,0.1,0.0
2001-02-01,FROTO,0.1,0.1,0.0
2001-02-01,GARAN,0.0,0.1,0.1
2001-02-01,OYAKC,0.1,0.1,0.0
2001-02-01,TUPRS,0.1,0.1,0.0
2001-02-01,TURSG,0.1,0.0,0.1
2001-02-01,ULKER,0.1,0.0,0.1
2001-02-01,VESTL,0.0,0.1,0.1
2001-02-01,YKBNK,0.1,0.1,0.0
2001-03-01,AKSA,0.0,0.1,0.1
2001-03-01,ANSGR,0.1,0.1,0.0
2001-03-01,BSOKE,0.1,0.1,0.0
2001-03-01,CIMSA,0.1,0.1,0.0
2001-03-01,CLEBI,0.1,0.1,0.0
2001-03-01,FROTO,0.1,0.1,0.0
2001-03-01,GARAN,0.1,0.0,0.1
2001-03-01,OYAKC,0.1,0.1,0.0
2001-03-01,TUPRS,0.1,0.1,0.0
2001-03-01,TURSG,0.0,0.1,0.1
2001-03-01,VESTL,0.1,0.1,0.0
2001-03-01,YKBNK,0.1,0.0,0.1
2001-03-31,AGHOL,0.0,0.125,0.125
2001-03-31,AKSA,0.1,0.0,0.1
2001-03-31,ALARK,0.0,0.125,0.125
2001-03-31,ANSGR,0.1,0.0,0.1
2001-03-31,BRYAT,0.0,0.125,0.125
2001-03-31,BSOKE,0.1,0.0,0.1
2001-03-31,CIMSA,0.1,0.0,0.1
2001-03-31,CLEBI,0.1,0.0,0.1
2001-03-31,DOHOL,0.0,0.125,0.125
2001-03-31,FROTO,0.1,0.0,0.1
2001-03-31,IEYHO,0.0,0.125,0.125
2001-03-31,IPEKE,0.0,0.125,0.125
2001-03-31,KCHOL,0.0,0.125,0.125
2001-03-31,OYAKC,0.1,0.0,0.1
2001-03-31,SAHOL,0.0,0.125,0.125
2001-03-31,TUPRS,0.1,0.0,0.1
2001-03-31,TURSG,0.1,0.0,0.1
2001-03-31,VESTL,0.1,0.0,0.1
2001-04-02,AGHOL,0.125,0.0,0.125
2001-04-02,ALARK,0.125,0.0,0.125
2001-04-02,BRYAT,0.125,0.0,0.125
2001-04-02,BSOKE,0.0,0.1,0.1
2001-04-02,CIMSA,0.0,0.1,0.1
2001-04-02,CLEBI,0.0,0.1,0.1
2001-04-02,DOHOL,0.125,0.0,0.125
2001-04-02,GARAN,0.0,0.1,0.1
2001-04-02,IEYHO,0.125,0.0,0.125
2001-04-02,IPEKE,0.125,0.0,0.125
2001-04-02,KCHOL,0.125,0.0,0.125
2001-04-02,OYAKC,0.0,0.1,0.1
2001-04-02,SAHOL,0.125,0.0,0.125
2001-04-02,SKBNK,0.0,0.1,0.1
2001-04-02,TSKB,0.0,0.1,0.1
2001-04-02,TUPRS,0.0,0.1,0.1
2001-04-02,TURSG,0.0,0.1,0.1
2001-04-02,ULKER,0.0,0.1,0.1
2001-05-01,AKSA,0.0,0.1,0.1
2001-05-01,BSOKE,0.1,0.1,0.0
2001-05-01,CIMSA,0.1,0.1,0.0
2001-05-01,CLEBI,0.1,0.1,0.0
2001-05-01,GARAN,0.1,0.1,0.0
2001-05-01,OYAKC,0.1,0.1,0.0
2001-05-01,SKBNK,0.1,0.0,0.1
2001-05-01,TOASO,0.0,0.1,0.1
2001-05-01,TSKB,0.1,0.0,0.1
2001-05-01,TUPRS,0.1,0.1,0.0
2001-05-01,TURSG,0.1,0.0,0.1
2001-05-01,ULKER,0.1,0.0,0.1
2001-05-01,VESTL,0.0,0.1,0.1
2001-05-01,ZOREN,0.0,0.1,0.1
2001-06-01,AKSA,0.1,0.1,0.0
2001-06-01,BSOKE,0.1,0.1,0.0
2001-06-01,CIMSA,0.1,0.1,0.0
2001-06-01,CLEBI,0.1,0.1,0.0
2001-06-01,GARAN,0.1,0.1,0.0
2001-06-01,OYAKC,0.1,0.1,0.0
2001-06-01,TOASO,0.1,0.0,0.1
2001-06-01,TSKB,0.0,0.1,0.1
2001-06-01,TUPRS,0.1,0.1,0.0
2001-06-01,TURSG,0.0,0.1,0.1
2001-06-01,ULKER,0.0,0.1,0.1
2001-06-01,VESTL,0.1,0.0,0.1
2001-06-01,ZOREN,0.1,0.0,0.1
2001-06-30,AGHOL,0.0,0.1111111111111111,0.1111111111111111
2001-06-30,AKSA,0.1,0.0,0.1
2001-06-30,ALARK,0.0,0.1111111111111111,0.1111111111111111
2001-06-30,BRYAT,0.0,0.1111111111111111,0.1111111111111111
2001-06-30,BSOKE,0.1,0.0,0.1
2001-06-30,CIMSA,0.1,0.0,0.1
2001-06-30,CLEBI,0.1,0.0,0.1
2001-06-30,DOHOL,0.0,0.1111111111111111,0.1111111111111111
2001-06-30,GARAN,0.1,0.0,0.1
2001-06-30,IEYHO,0.0,0.1111111111111111,0.1111111111111111
2001-06-30,IPEKE,0.0,0.1111111111111111,0.1111111111111111
2001-06-30,KCHOL,0.0,0.1111111111111111,0.1111111111111111
2001-06-30,OYAKC,0.1,0.0,0.1
2001-06-30,SAHOL,0.0,0.1111111111111111,0.1111111111111111
2001-06-30,TCELL,0.0,0.1111111111111111,0.1111111111111111
2001-06-30,TSKB,0.1,0.0,0.1
2001-06-30,TUPRS,0.1,0.0,0.1
2001-06-30,TURSG,0.1,0.0,0.1
2001-06-30,ULKER,0.1,0.0,0.1
2001-07-02,AGHOL,0.1111111111111111,0.0,0.1111111111111111
2001-07-02,AKSA,0.0,0.1,0.1
2001-07-02,ALARK,0.1111111111111111,0.0,0.1111111111111111
2001-07-02,ANSGR,0.0,0.1,0.1
2001-07-02,BRYAT,0.1111111111111111,0.0,0.1111111111111111
2001-07-02,BSOKE,0.0,0.1,0.1
2001-07-02,BTCIM,0.0,0.1,0.1
2001-07-02,CIMSA,0.0,0.1,0.1
2001-07-02,CLEBI,0.0,0.1,0.1
2001-07-02,DOHOL,0.1111111111111111,0.0,0.1111111111111111
2001-07-02,EGEEN,0.0,0.1,0.1
2001-07-02,IEYHO,0.1111111111111111,0.0,0.1111111111111111
2001-07-02,IPEKE,0.1111111111111111,0.0,0.1111111111111111
2001-07-02,KCHOL,0.1111111111111111,0.0,0.1111111111111111
2001-07-02,OYAKC,0.0,0.1,0.1
2001-07-02,SAHOL,0.1111111111111111,0.0,0.1111111111111111
2001-07-02,SKBNK,0.0,0.1,0.1
2001-07-02,TCELL,0.1111111111111111,0.0,0.1111111111111111
2001-07-02,TUPRS,0.0,0.1,0.1
2001-08-01,AKBNK,0.0,0.1,0.1
2001-08-01,AKSA,0.1,0.1,0.0
2001-08-01,ANSGR,0.1,0.0,0.1
2001-08-01,BRSAN,0.0,0.1,0.1
2001-08-01,BSOKE,0.1,0.1,0.0
2001-08-01,BTCIM,0.1,0.0,0.1
2001-08-01,CIMSA,0.1,0.1,0.0
2001-08-01,CLEBI,0.1,0.1,0.0
2001-08-01,EGEEN,0.1,0.1,0.0
2001-08-01,GARAN,0.0,0.1,0.1
2001-08-01,OYAKC,0.1,0.1,0.0
2001-08-01,SKBNK,0.1,0.0,0.1
2001-08-01,TUPRS,0.1,0.1,0.0
2001-09-03,AKBNK,0.1,0.0,0.1
2001-09-03,AKSA,0.1,0.1,0.0
2001-09-03,ANSGR,0.0,0.1,0.1
2001-09-03,BRSAN,0.1,0.0,0.1
2001-09-03,BSOKE,0.1,0.1,0.0
2001-09-03,CIMSA,0.1,0.1,0.0
2001-09-03,CLEBI,0.1,0.0,0.1
2001-09-03,EGEEN,0.1,0.1,0.0
2001-09-03,GARAN,0.1,0.0,0.1
2001-09-03,GSRAY,0.0,0.1,0.1
2001-09-03,OYAKC,0.1,0.1,0.0
2001-09-03,TSKB,0.0,0.1,0.1
2001-09-03,TUPRS,0.1,0.1,0.0
2001-09-03,TURSG,0.0,0.1,0.1
2001-09-30,AGHOL,0.0,0.125,0.125
2001-09-30,AKSA,0.1,0.0,0.1
2001-09-30,ALARK,0.0,0.125,0.125
2001-09-30,ANSGR,0.1,0.0,0.1
2001-09-30,BRYAT,0.0,0.125,0.125
2001-09-30,BSOKE,0.1,0.0,0.1
2001-09-30,CIMSA,0.1,0.0,0.1
2001-09-30,DOHOL,0.0,0.125,0.125
2001-09-30,EGEEN,0.1,0.0,0.1
2001-09-30,GSRAY,0.1,0.0,0.1
2001-09-30,IEYHO,0.0,0.125,0.125
2001-09-30,IPEKE,0.0,0.125,0.125
2001-09-30,KCHOL,0.0,0.125,0.125
2001-09-30,OYAKC,0.1,0.0,0.1
2001-09-30,SAHOL,0.0,0.125,0.125
2001-09-30,TSKB,0.1,0.0,0.1
2001-09-30,TUPRS,0.1,0.0,0.1
2001-09-30,TURSG,0.1,0.0,0.1
2001-10-01,AGHOL,0.125,0.0,0.125
2001-10-01,AKSA,0.0,0.1,0.1
2001-10-01,ALARK,0.125,0.0,0.125
2001-10-01,BRYAT,0.125,0.0,0.125
2001-10-01,BSOKE,0.0,0.1,0.1
2001-10-01,CIMSA,0.0,0.1,0.1
2001-10-01,CLEBI,0.0,0.1,0.1
2001-10-01,DOHOL,0.125,0.0,0.125
2001-10-01,EGEEN,0.0,0.1,0.1
2001-10-01,IEYHO,0.125,0.0,0.125
2001-10-01,IPEKE,0.125,0.0,0.125
2001-10-01,KCHOL,0.125,0.0,0.125
2001-10-01,OYAKC,0.0,0.1,0.1
2001-10-01,RALYH,0.0,0.1,0.1
2001-10-01,SAHOL,0.125,0.0,0.125
2001-10-01,TSKB,0.0,0.1,0.1
2001-10-01,TUPRS,0.0,0.1,0.1
2001-10-01,TURSG,0.0,0.1,0.1
2001-11-01,AKSA,0.1,0.1,0.0
2001-11-01,ANSGR,0.0,0.1,0.1
2001-11-01,BSOKE,0.1,0.1,0.0
2001-11-01,CIMSA,0.1,0.1,0.0
2001-11-01,CLEBI,0.1,0.1,0.0
2001-11-01,EGEEN,0.1,0.0,0.1
2001-11-01,GSRAY,0.0,0.1,0.1
2001-11-01,OYAKC,0.1,0.1,0.0
2001-11-01,RALYH,0.1,0.0,0.1
2001-11-01,TSKB,0.1,0.0,0.1
2001-11-01,TUPRS,0.1,0.1,0.0
2001-11-01,TURSG,0.1,0.1,0.0
2001-11-01,VESTL,0.0,0.1,0.1
2001-12-03,AKSA,0.1,0.1,0.0
2001-12-03,ANSGR,0.1,0.1,0.0
2001-12-03,BSOKE,0.1,0.0,0.1
2001-12-03,CIMSA,0.1,0.1,0.0
2001-12-03,CLEBI,0.1,0.1,0.0
2001-12-03,EGEEN,0.0,0.1,0.1
2001-12-03,GSRAY,0.1,0.1,0.0
2001-12-03,HEKTS,0.0,0.1,0.1
2001-12-03,OYAKC,0.1,0.1,0.0
2001-12-03,SAHOL,0.0,0.1,0.1
2001-12-03,TUPRS,0.1,0.1,0.0
2001-12-03,TURSG,0.1,0.0,0.1
2001-12-03,VESTL,0.1,0.0,0.1
2001-12-31,AGHOL,0.0,0.16666666666666666,0.16666666666666666
2001-12-31,AKSA,0.1,0.0,0.1
2001-12-31,ALARK,0.0,0.16666666666666666,0.16666666666666666
2001-12-31,ANSGR,0.1,0.0,0.1
2001-12-31,BRYAT,0.0,0.16666666666666666,0.16666666666666666
2001-12-31,CIMSA,0.1,0.0,0.1
2001-12-31,CLEBI,0.1,0.0,0.1
2001-12-31,DOHOL,0.0,0.16666666666666666,0.16666666666666666
2001-12-31,EGEEN,0.1,0.0,0.1
2001-12-31,GSRAY,0.1,0.0,0.1
2001-12-31,HEKTS,0.1,0.0,0.1
2001-12-31,IEYHO,0.0,0.16666666666666666,0.16666666666666666
2001-12-31,IPEKE,0.0,0.16666666666666666,0.16666666666666666
2001-12-31,OYAKC,0.1,0.0,0.1
2001-12-31,SAHOL,0.1,0.0,0.1
2001-12-31,TUPRS,0.1,0.0,0.1
2002-01-01,AGHOL,0.16666666666666666,0.0,0.16666666666666666
2002-01-01,AKSA,0.0,0.1,0.1
2002-01-01,ALARK,0.16666666666666666,0.0,0.16666666666666666
2002-01-01,ANSGR,0.0,0.1,0.1
2002-01-01,BRYAT,0.16666666666666666,0.0,0.16666666666666666
2002-01-01,BSOKE,0.0,0.1,0.1
2002-01-01,CIMSA,0.0,0.1,0.1
2002-01-01,CLEBI,0.0,0.1,0.1
2002-01-01,DOHOL,0.16666666666666666,0.0,0.16666666666666666
2002-01-01,IEYHO,0.16666666666666666,0.0,0.16666666666666666
2002-01-01,IPEKE,0.16666666666666666,0.0,0.16666666666666666
2002-01-01,OYAKC,0.0,0.1,0.1
2002-01-01,RALYH,0.0,0.1,0.1
2002-01-01,TUPRS,0.0,0.1,0.1
2002-01-01,TURSG,0.0,0.1,0.1
2002-01-01,VESTL,0.0,0.1,0.1
2002-02-01,AKSA,0.1,0.1,0.0
2002-02-01,ANSGR,0.1,0.0,0.1
2002-02-01,BSOKE,0.1,0.1,0.0
2002-02-01,CIMSA,0.1,0.1,0.0
2002-02-01,CLEBI,0.1,0.1,0.0
2002-02-01,EGEEN,0.0,0.1,0.1
2002-02-01,GSRAY,0.0,0.1,0.1
2002-02-01,OYAKC,0.1,0.1,0.0
2002-02-01,RALYH,0.1,0.0,0.1
2002-02-01,TSKB,0.0,0.1,0.1
2002-02-01,TUPRS,0.1,0.1,0.0
2002-02-01,TURSG,0.1,0.1,0.0
2002-02-01,VESTL,0.1,0.0,0.1
2002-03-01,AKSA,0.1,0.1,0.0
2002-03-01,BRSAN,0.0,0.1,0.1
2002-03-01,BSOKE,0.1,0.1,0.0
2002-03-01,CIMSA,0.1,0.0,0.1
2002-03-01,CLEBI,0.1,0.1,0.0
2002-03-01,EGEEN,0.1,0.1,0.0
2002-03-01,GSRAY,0.1,0.1,0.0
2002-03-01,OYAKC,0.1,0.1,0.0
2002-03-01,RALYH,0.0,0.1,0.1
2002-03-01,TSKB,0.1,0.0,0.1
2002-03-01,TUPRS,0.1,0.1,0.0
2002-03-01,TURSG,0.1,0.1,0.0
2002-03-31,AGHOL,0.0,0.125,0.125
2002-03-31,AKSA,0.1,0.0,0.1
2002-03-31,ALARK,0.0,0.125,0.125
2002-03-31,BRSAN,0.1,0.0,0.1
2002-03-31,BRYAT,0.0,0.125,0.125
2002-03-31,BSOKE,0.1,0.0,0.1
2002-03-31,CLEBI,0.1,0.0,0.1
2002-03-31,DOHOL,0.0,0.125,0.125
2002-03-31,EGEEN,0.1,0.0,0.1
2002-03-31,GSRAY,0.1,0.125,0.024999999999999994
2002-03-31,IPEKE,0.0,0.125,0.125
2002-03-31,KCHOL,0.0,0.125,0.125
2002-03-31,OYAKC,0.1,0.0,0.1
2002-03-31,RALYH,0.1,0.0,0.1
2002-03-31,SAHOL,0.0,0.125,0.125
2002-03-31,TUPRS,0.1,0.0,0.1
2002-03-31,TURSG,0.1,0.0,0.1
2002-04-01,AGHOL,0.125,0.0,0.125
2002-04-01,AKSA,0.0,0.1,0.1
2002-04-01,ALARK,0.125,0.0,0.125
2002-04-01,ANSGR,0.0,0.1,0.1
2002-04-01,BRYAT,0.125,0.0,0.125
2002-04-01,BSOKE,0.0,0.1,0.1
2002-04-01,CLEBI,0.0,0.1,0.1
2002-04-01,DOHOL,0.125,0.0,0.125
2002-04-01,EGEEN,0.0,0.1,0.1
2002-04-01,GSRAY,0.125,0.0,0.125
2002-04-01,IPEKE,0.125,0.0,0.125
2002-04-01,KCHOL,0.125,0.0,0.125
2002-04-01,OYAKC,0.0,0.1,0.1
2002-04-01,RALYH,0.0,0.1,0.1
2002-04-01,SAHOL,0.125,0.0,0.125
2002-04-01,TSKB,0.0,0.1,0.1
2002-04-01,TUPRS,0.0,0.1,0.1
2002-04-01,TURSG,0.0,0.1,0.1
2002-05-01,AKSA,0.1,0.0,0.1
2002-05-01,ANSGR,0.1,0.1,0.0
2002-05-01,ASELS,0.0,0.1,0.1
2002-05-01,BSOKE,0.1,0.0,0.1
2002-05-01,CIMSA,0.0,0.1,0.1
2002-05-01,CLEBI,0.1,0.1,0.0
2002-05-01,EGEEN,0.1,0.1,0.0
2002-05-01,GSRAY,0.0,0.1,0.1
2002-05-01,OYAKC,0.1,0.1,0.0
2002-05-01,RALYH,0.1,0.1,0.0
2002-05-01,TSKB,0.1,0.1,0.0
2002-05-01,TUPRS,0.1,0.1,0.0
2002-05-01,TURSG,0.1,0.0,0.1
2002-06-03,AKSA,0.0,0.1,0.1
2002-06-03,ANSGR,0.1,0.1,0.0
2002-06-03,ARCLK,0.0,0.1,0.1
2002-06-03,ASELS,0.1,0.0,0.1
2002-06-03,CIMSA,0.1,0.1,0.0
2002-06-03,CLEBI,0.1,0.1,0.0
